,CNV_Proteomics,CNV_Transcriptomics,Transcriptomics_Proteomics
ACAT1,0.407372775964,0.477610728446,0.576235919379
ACAT2,0.214078095486,0.333374386543,0.546887563454
ACBD3,0.259142312645,0.453694430132,0.402904678933
ACBD5,0.208238926136,0.3625021691,0.436628697828
ACBD6,0.216914654437,0.39990277778,0.471098956791
ACBD7,0.338374025475,0.394817855495,0.750479570314
ACE,-0.0238551911205,-0.00313174496514,0.442035232795
ACIN1,0.0851944825653,0.502243559037,0.229638270033
ACLY,0.325247165061,0.50118860191,0.605444118844
ACO1,0.301614405533,0.365509837612,0.568505364043
ACO2,0.338089281215,0.447524422716,0.533873195674
ACOT1,0.218555165113,0.319321689524,0.417122328013
ACOT11,0.104855112679,0.231182472483,0.622604329168
ACOT13,0.338547953485,0.490886303314,0.455328629314
ACOT7,0.0831500373032,0.182629644043,0.554854598681
ACOT8,0.296370781783,0.519183393231,0.526264037022
ACOT9,0.122295021607,0.104786158612,0.546159059898
ACOX1,0.316163191628,0.558808750562,0.422728128157
ACOX3,0.329081844709,0.513019358049,0.554824859347
ACP1,0.380233552397,0.567086092117,0.513314722374
ACP2,0.206941474038,0.350026737966,0.433215975374
ACP5,0.0525595409827,0.0648041442835,0.456476909568
ACP6,0.153137880055,0.238416096117,0.654144723698
ACPP,0.148318960648,0.240780774926,0.648059147648
ACSF2,0.219260668285,0.38108237118,0.704252828347
ACSF3,0.242862807394,0.342528776481,0.546658491533
ACSL1,0.0994478362646,0.183295533789,0.573665888892
ACSL3,0.227708161296,0.231401635039,0.510026149585
ACSL4,0.0889281969777,0.0586185397175,0.504911004075
ACSL5,0.148454303373,0.294644466745,0.708143270218
ACSM3,0.118141613106,0.198768672327,0.514335293923
ACSS1,0.35063821956,0.3512094526,0.800035938287
ACSS2,0.156876907979,0.309297491434,0.574989997109
ACSS3,0.204887392572,0.275658437021,0.716230738492
ACTA1,0.108534429843,0.0221917980538,0.118205336284
ACTA2,-0.0254444483303,0.0830822111748,0.336311329627
ACTB,-0.021384289955,0.211973434504,0.267641614079
ACTG1,0.238556148702,0.463659882651,0.384754303879
ACTG2,0.0662727204061,-0.00948463342853,0.497028915289
ACTL6A,0.169685369978,0.508747432168,0.364804246332
ACTN1,0.0957355362436,0.28570616321,0.525834166339
ACTN4,0.479010525025,0.576152897979,0.663435102905
ACTR10,0.0954004004635,0.478909408482,-0.0541425373826
ACTR1A,0.362883447319,0.498376455377,0.562891512572
ACTR1B,0.0931444693098,0.351349955494,0.383912516102
ACTR2,0.0703555700905,0.386798103907,0.319290693744
ACTR3,0.18841287087,0.403240513489,0.482225299902
ACTR3B,0.284980979271,0.601191142342,0.337120809954
ACTR5,0.180475798825,0.560452686248,0.479564803995
ACTR8,0.285625831078,0.665659236278,0.312741125441
ACY1,0.320669462501,0.363270652776,0.576475467195
ACYP1,0.299968018215,0.31855374353,0.508028640329
ACYP2,0.299618889624,0.245688475943,0.587211594696
ADA,0.109765614155,0.273769376879,0.515459618281
ADAM10,0.293618406331,0.488087070299,0.229282978675
ADAM15,0.08556447718,0.172973641093,0.506873195232
ADAM17,0.140984580023,0.513660863466,0.21866658359
ADAM9,0.245297645598,0.467253880079,0.373103515374
ADAP1,0.179819434959,0.353907767355,0.479995114748
ADAP2,0.0613041184253,0.0484399233152,0.506340601099
ADAR,0.323294050011,0.345423922951,0.446103252344
ADARB1,0.162075404053,0.299659764869,0.34515115212
ADCK1,0.309759189151,0.444068665419,0.408970534467
ADCK3,0.31579742986,0.436826236143,0.526519483684
ADCK4,0.399841121135,0.594977822976,0.632816748822
ADCK5,0.251964014076,0.535019966576,0.300267621295
ADD1,0.199693903535,0.693202742114,0.174933435516
ADD2,0.190252337456,0.250524970977,0.569733001038
ADD3,0.22534482683,0.300496387323,0.418833505727
ADH1B,0.0100327306794,-0.0453423418584,0.529845818943
ADH1C,0.0948127641311,-0.0640161046494,0.162983794663
ADH5,0.364872510777,0.491968794158,0.365682913901
ADI1,0.35954053799,0.492563979448,0.509954949949
ADK,0.308329823673,0.405768111689,0.602758429586
ADNP,0.264030614119,0.553273943401,0.405993097746
ADO,0.322448929088,0.56680240129,0.44574130589
ADPGK,0.257629061253,0.609292701569,0.481826190085
ADPRH,0.197503654446,0.107290872674,0.413316239768
ADPRHL2,0.387298313502,0.609978328889,0.500238640583
ADRBK1,0.212827115317,0.383953965489,0.397004492876
ADRM1,0.131122097154,0.497463361363,0.178580979294
ADSL,0.392211649036,0.497547447152,0.614697281653
ADSS,0.380526598204,0.561028867381,0.533439827235
ADSSL1,0.342757800982,0.490701258703,0.736621444412
AEBP1,0.0103284412751,0.0132689395645,0.47118471265
AFAP1,0.131178626727,0.258015649006,0.498677233668
AFAP1L2,0.12419486861,0.185870636027,0.64247745283
AFF4,0.178080291648,0.575853034262,0.0938636138681
AFG3L2,0.401601191186,0.653659183751,0.52134572507
AFM,-0.0239145407146,-0.0285887143081,-0.0359848572405
AFTPH,0.128693490394,0.342608518295,0.292828081359
AGAP1,0.310539401627,0.477785200533,0.442360429488
AGAP3,0.420473320499,0.592157741575,0.566133897841
AGFG1,0.377569883349,0.524451845934,0.415941358351
AGFG2,0.215877853283,0.49819502715,0.522258629445
AGK,0.372715551389,0.611300470375,0.422460100903
AGL,0.183015330423,0.225035107428,0.591317231967
AGPAT1,0.185343058423,0.535340363728,0.365304038969
AGPAT2,0.374005922691,0.437152193575,0.531412026328
AGPAT3,0.268073525893,0.547508881207,0.417583887795
AGPAT5,0.34068757691,0.577287925004,0.382921172085
AGPS,0.191874873545,0.305241913639,0.435383860012
AGR2,0.116805815736,0.0801604334465,0.771546622354
AGR3,0.0697332161939,-0.0166436707674,0.762850423249
AGRN,0.00762912477672,0.270754987907,0.224281228216
AGT,0.0594512406021,0.144763403649,0.18232999146
AGTRAP,0.294067534721,0.437293804432,0.490683620259
AHCTF1,0.191844330616,0.532841474424,0.198875295721
AHCY,0.416677623843,0.421155022001,0.598201807221
AHCYL1,0.254310109318,0.407962186518,0.536478105806
AHCYL2,0.173204836822,0.318875659422,0.305787983048
AHDC1,0.415489193434,0.477300345284,0.640205011765
AHNAK,0.175903563173,0.163494489913,0.514156108457
AHNAK2,0.156322789177,0.141820333367,0.596875964743
AHR,0.199247135228,0.25902285256,0.721340042577
AHSA1,0.41144943161,0.563586828525,0.527219752976
AHSG,-0.0493553052028,0.130716828256,0.0456949990998
AIDA,0.294706478686,0.420737504596,0.407934077172
AIF1,-0.0185455886097,-0.018455520091,0.55134587582
AIF1L,0.201763172209,0.229358933666,0.796335757052
AIFM1,0.0986166333573,0.102058675089,0.702060581941
AIFM2,0.123271456947,0.497519542645,0.305625249907
AIM1,0.391781813445,0.387777701384,0.672155266494
AIMP1,0.110995595485,0.431113952411,0.240131823306
AIMP2,0.172551346434,0.426501939264,0.362066521007
AIP,0.277741479155,0.352111828789,0.369608376511
AK1,0.248176561442,0.303978444405,0.554787595014
AK2,0.310310956181,0.610679445823,0.521854447085
AK3,0.396557341712,0.591351001044,0.608713541059
AK4,0.245374015245,0.194473734761,0.575578668955
AKAP1,0.241157740322,0.501570640462,0.452980369259
AKAP10,0.293695726144,0.54779811445,0.483201864289
AKAP11,0.245747424601,0.578543242133,0.260663345997
AKAP12,0.0172812516642,0.10408741762,0.456136257341
AKAP13,0.234383646568,0.422071767093,0.18627835233
AKAP17A,0.179039866142,0.192603994043,0.498568161534
AKAP8,0.399018571991,0.651670052379,0.556223514311
AKAP8L,0.420378444014,0.494686016032,0.472269159856
AKAP9,0.226709137279,0.365116230384,0.33364470342
AKR1A1,0.110355344192,0.338049904699,0.542888544344
AKR1B1,0.0658187203535,0.178291049162,0.405694205728
AKR1C2,0.230917238825,0.270405534186,0.553375620376
AKR1C3,0.21323997698,0.188719377547,0.544223595448
AKR7A2,0.271861698827,0.407440389439,0.522272084668
AKR7A3,0.145703626228,0.142634867157,0.743689119075
AKT1,0.409436776052,0.636460034199,0.611649585846
AKT1S1,0.190466256798,0.533841609851,0.403246222574
AKT2,0.515733857565,0.694647702128,0.649362769278
AKTIP,0.185691641633,0.534716230552,0.340499483458
ALAD,0.208482919605,0.499845048575,0.301299230086
ALB,0.038140428424,0.13059494515,0.0289790679682
ALCAM,0.127680561101,0.171921477319,0.780128008836
ALDH16A1,0.142752779913,0.265414561124,0.360277533682
ALDH18A1,0.195965567277,0.310858619865,0.541115904528
ALDH1A1,0.145288632299,0.0395025966765,0.584339627597
ALDH1A2,0.0137987029903,0.0284216975105,0.532652627816
ALDH1A3,0.120000101696,0.214309904231,0.640890107948
ALDH1B1,0.222045310493,0.312587185092,0.640151489024
ALDH1L1,-0.0620171257904,-0.0214491315828,0.46410210175
ALDH1L2,-0.0441009905991,0.0625422472652,0.5656869735
ALDH2,0.158901758536,0.277917901303,0.692926065462
ALDH3A2,0.278513308164,0.393485319488,0.684429612067
ALDH4A1,0.185949428991,0.222920090063,0.641955427627
ALDH5A1,0.285695047479,0.345491392447,0.69271917582
ALDH6A1,0.309465952474,0.419189221994,0.478915284781
ALDH7A1,0.268661681669,0.310027738958,0.518800811603
ALDH9A1,0.230816865419,0.328980304784,0.563318115949
ALDOA,0.25825073564,0.338202274732,0.712662853917
ALDOC,0.165642343037,0.25051332161,0.709450662866
ALG1,0.25097220177,0.465507498191,0.393747487336
ALG11,0.324961674591,0.557370165316,0.300790227382
ALG12,0.328447621491,0.426181994693,0.375023437558
ALG13,0.00463553108068,0.00439514926837,0.522445443787
ALG2,0.354672295089,0.557322630552,0.48981736974
ALG5,0.247129421525,0.422313306099,0.367202803704
ALG6,0.320795756736,0.574581614943,0.470572725199
ALG8,0.218398979743,0.647136546568,0.289477830355
ALG9,0.142014784343,0.702194730645,0.26816584778
ALKBH4,0.117826628268,0.673835140144,0.188636790492
ALKBH5,0.313089232521,0.495439675471,0.50561255462
ALKBH7,0.313856722606,0.33082160153,0.341542311696
ALOX5,0.059172064887,0.217422382428,0.595176785969
ALOX5AP,0.0731308726303,0.106909881123,0.546840627092
ALPL,0.188567280141,0.166695312036,0.726241102269
ALYREF,0.255430523902,0.56413863506,0.360233112658
AMACR,0.236391983171,0.37539046287,0.42479744887
AMBP,0.090035022361,0.0514908052686,-0.054424886008
AMDHD2,0.162096178748,0.335680648722,0.405679002459
AMPD2,0.217328821572,0.374651889485,0.336131090227
AMPD3,-0.00778817962319,0.20551551642,0.409378743745
ANAPC1,0.0878096773413,0.486378830554,0.185878851488
ANAPC2,0.179333788316,0.634133208542,0.333029358018
ANAPC4,0.0248061069005,0.572704116735,0.116276464853
ANAPC5,0.242161767712,0.635019879227,0.285387560363
ANAPC7,0.147453433972,0.65127687114,0.265118887455
ANG,-0.0317484622419,0.319541528723,0.285482236585
ANGPTL2,-0.112687425215,-0.0084377514773,0.322212325693
ANK1,0.115518146411,0.22972597433,0.0787750096084
ANK2,-0.0147181604341,-0.00950215091315,0.502685113489
ANK3,0.241163945639,0.321127890031,0.484540569087
ANKFY1,0.380917282772,0.596586362999,0.391182477159
ANKHD1,0.413821483022,0.482248080686,0.313727831268
ANKIB1,0.0976024799475,0.65322386866,0.185854417486
ANKLE2,0.237498915073,0.527190740017,0.42592032274
ANKMY2,0.321033174585,0.544413521184,0.6760777652
ANKRD13A,0.0926262718063,0.369939784658,0.576675310614
ANKRD17,0.443649796602,0.603758102721,0.422573405093
ANKRD28,0.31625297193,0.554871135003,0.252375422964
ANKRD44,-0.0323314809528,0.077974324737,0.485959194944
ANKRD54,0.292438070139,0.587278378965,0.37820196015
ANKS1A,0.488032344833,0.516010740668,0.476011858576
ANKZF1,0.233104808251,0.593633419308,0.217578601535
ANLN,0.142914143524,0.212114585966,0.695190938908
ANO10,0.167131209115,0.499984012655,0.453133053573
ANO6,0.146573088709,0.420579978866,0.274808095137
ANP32A,0.376921145208,0.587879551163,0.516305494685
ANP32B,0.327139805828,0.436658024629,0.46078231746
ANP32E,0.227010985409,0.203517920615,0.558880957705
ANPEP,0.0569525700609,0.071762349611,0.647299983888
ANTXR1,-0.0349027910931,0.0131662766633,0.564804126209
ANXA1,0.171045894656,0.184224899121,0.675534839576
ANXA11,0.432005571135,0.526887353331,0.746886516397
ANXA2,0.0675329268192,0.241942204053,0.68352252426
ANXA3,0.205765340141,0.229151324457,0.749901668396
ANXA4,0.264288609756,0.30751757872,0.613898914678
ANXA5,0.225107197033,0.213835293886,0.522527500477
ANXA6,0.12378087808,0.228807545473,0.555400200668
ANXA7,0.476927640751,0.559293957168,0.485126176669
ANXA9,0.121920758715,0.222784177626,0.598509832304
AOC3,0.150558673559,0.0432975752049,0.385622963213
AOX1,0.0563134441139,0.0271444472768,0.307736430013
AP1B1,0.343285186286,0.50082297458,0.477980773062
AP1G1,0.240350925885,0.428941396219,0.35349065269
AP1G2,0.229033867685,0.471378575174,0.230480708658
AP1M1,0.103758054743,0.485323684422,0.342111605506
AP1M2,0.0212093957909,0.531139699892,0.280811166441
AP1S1,0.130556314643,0.532737147808,0.18117303537
AP1S2,0.079320855094,0.0774311116099,0.350529249189
AP2A1,0.308779848577,0.402908375909,0.270117509976
AP2A2,0.332425851963,0.543616385146,0.400061480124
AP2B1,0.053591610893,0.509380025289,0.252228221866
AP2M1,0.077185409549,0.452110924012,0.0425775334646
AP2S1,0.147471696082,0.438743803082,0.0936800818137
AP3B1,0.218228883191,0.51673612073,0.324157154558
AP3D1,0.181225630778,0.332602342587,0.19949150673
AP3M1,0.176039988952,0.520866751257,0.199087976003
AP3M2,0.462310995799,0.700533058588,0.548052852955
AP3S1,0.221134430428,0.358688368777,0.365083376143
APAF1,0.212104326153,0.436326168941,0.240241736913
APBB1IP,0.107948179939,0.09466004928,0.591217164397
APBB2,0.271413678105,0.411737436334,0.563806880915
APCS,-0.00775359153955,-0.0116400756682,0.0711760336066
APEH,0.378504485305,0.518045152072,0.522335636649
APEX1,0.503463595107,0.653234430609,0.601057141157
API5,0.288444915994,0.496803149587,0.320540677143
APIP,0.416432380398,0.550366114566,0.407682266083
APLP2,0.382726399198,0.619882428828,0.572114687486
APOA1,0.0418782693153,0.166157945795,-0.0925251435702
APOA1BP,0.342626791256,0.411876626473,0.431030945566
APOA2,-0.00829239080772,0.173324938394,0.0687535473143
APOA4,-0.0324390926463,0.0861335272562,-0.137089949133
APOB,0.000222791508567,0.046024883348,0.0139212397402
APOBEC3C,0.197741234223,0.245639525616,0.628664153597
APOBEC3F,0.422708519186,0.399418406425,0.577480089016
APOBEC3G,0.192789722149,0.220694052173,0.64295751572
APOBR,0.0500013711983,0.107414761825,0.525269904538
APOC1,-0.120243947389,0.0181974832441,-0.0365167389931
APOC3,0.0650255421993,0.0679928941928,-0.0144192759088
APOD,0.0644132598586,-0.0281228395625,0.382127220821
APOE,0.0688317893084,9.95434644305e-06,0.434762735137
APOF,-0.00624495140707,0.298318515297,-0.0534369870269
APOH,-0.111706643794,0.0360646674625,-0.0166256400769
APOL1,0.0388174758738,0.225315352278,0.265927874631
APOL2,0.139017952395,0.326526670161,0.630704314749
APOL3,0.170928052042,0.274391101467,0.5416779775
APOM,0.0848114443737,0.207174823043,-0.109554113163
APOO,0.105244542994,0.138815707067,0.359433492297
APOOL,0.1602534354,0.117370381227,0.321743600102
APP,0.256115013688,0.423709806433,0.563882244249
APPL1,0.351348018528,0.469340468463,0.379020925174
APPL2,0.200330503757,0.601671915792,0.342549814327
APRT,0.276910087207,0.303082925287,0.461738360762
APTX,0.325814956355,0.663669562912,0.549262306863
AQR,0.173325452678,0.744543208512,0.212284644739
ARAF,0.251069021081,0.353765377943,0.458493748329
ARAP1,0.317432736861,0.495560775069,0.458937554283
ARCN1,0.301566532904,0.653866839381,0.370730879502
ARF3,0.164917503435,0.604663366698,0.170754954081
ARF4,0.291500218963,0.339350750755,0.377594216237
ARF5,0.334219824731,0.546310079674,0.395370063139
ARF6,0.34772656556,0.585028151111,0.529169247403
ARFGAP1,0.356252329382,0.524017516991,0.436582072884
ARFGAP2,0.251638097379,0.633781805777,0.455980675292
ARFGAP3,0.214779596113,0.420067878132,0.633944639461
ARFGEF1,0.420831211915,0.533975999207,0.501007390188
ARFGEF2,0.240426547392,0.512634550829,0.317012738457
ARFIP1,0.481976138679,0.483720059804,0.532169067097
ARFIP2,0.250325802988,0.524988511324,0.646383257282
ARFRP1,0.157898077427,0.414429394074,0.358426536371
ARGLU1,0.254133985681,0.613846279381,0.246579957687
ARHGAP1,0.295165253098,0.49395605105,0.601350887261
ARHGAP12,0.464527293965,0.539246951981,0.711534064822
ARHGAP17,0.153448534275,0.383704392144,0.427257213218
ARHGAP18,0.0964575678853,0.111119902335,0.490150264518
ARHGAP25,0.0438272476922,0.121452366496,0.534711655839
ARHGAP26,0.116999812579,0.217629988369,0.662670225174
ARHGAP27,0.0434827788715,0.0804661486118,0.306614930639
ARHGAP29,0.195023703389,0.173510502585,0.774090714709
ARHGAP35,0.466545306509,0.499144283616,0.56712995997
ARHGAP4,0.0110235133733,0.0436414565898,0.680797701379
ARHGAP5,0.331115588088,0.48842496167,0.484474781476
ARHGDIA,0.390587034958,0.517834237222,0.519696596225
ARHGDIB,0.0940986201838,0.151067368771,0.619488902891
ARHGEF1,0.244177624737,0.446323784411,0.47316308393
ARHGEF10,0.320650189028,0.583702722364,0.607537453656
ARHGEF10L,0.200295284092,0.264147700905,0.31668079051
ARHGEF11,0.30411794818,0.450348115976,0.274354282542
ARHGEF12,0.397306628118,0.542537690369,0.416628094149
ARHGEF16,0.229818366656,0.45002112962,0.554734247505
ARHGEF17,0.351280081673,0.40712462512,0.404698057503
ARHGEF18,0.420496307178,0.677503773488,0.45201001422
ARHGEF2,0.231714217106,0.289335570844,0.537961368789
ARHGEF40,0.25743864397,0.293634091056,0.431387628786
ARHGEF5,0.319027616035,0.55887207331,0.252790507145
ARHGEF6,0.0123339917635,0.0677397703666,0.492622275986
ARHGEF7,0.282997765566,0.673351610765,0.370617597376
ARID1A,0.322514784048,0.484959120113,0.370022384307
ARID1B,0.283187188587,0.54538384095,0.305917096942
ARID2,0.377309244311,0.612561468649,0.407267916316
ARID4A,0.315217010719,0.432262084969,0.382803591894
ARID4B,0.360318484628,0.593289159158,0.352086513301
ARIH1,0.380854816831,0.742887275015,0.301939511408
ARIH2,0.313643006862,0.559296705347,0.517164396426
ARL1,0.0762607356822,0.542391679667,0.152341805952
ARL15,0.235732614524,0.331294717031,0.409270883013
ARL2,0.17683273153,0.18770611586,0.379000452715
ARL2BP,0.205696526075,0.494051655869,0.429007891195
ARL3,0.278050618344,0.319209080242,0.595770914398
ARL6,0.305036832363,0.381294841169,0.607605368309
ARL6IP1,0.16090199749,0.184330955227,0.102703505683
ARL6IP4,0.342172803274,0.44924458323,0.372343676495
ARL6IP5,0.161662945208,0.26473849532,0.46248857057
ARL8A,0.170788836192,0.381956317995,0.340832432744
ARL8B,0.281104785358,0.574183771054,0.31229369398
ARMC1,0.346062039052,0.698856099056,0.376516585477
ARMC10,0.397440153126,0.504411798708,0.377033641647
ARMC6,0.334870435239,0.519541403067,0.54865442477
ARMC8,0.135414975704,0.566690158351,0.166188102221
ARMC9,0.209614515693,0.446190525183,0.463496090219
ARMCX1,0.0190864482467,0.0848450494261,0.453341718613
ARMCX2,0.0906086313033,0.0534213882651,0.646402743113
ARMCX3,-0.0129774352707,0.0732659056971,0.508229718486
ARNT,0.308053937225,0.537572853502,0.350575735572
ARPC1A,-0.0418463789141,0.543639617206,0.0163797837705
ARPC1B,0.018659228815,0.436401219146,0.473580838441
ARPC2,0.0784850965114,0.464188839166,0.455442452708
ARPC3,-0.103124386027,0.358138662287,0.0492369932703
ARPC4,0.0337589292971,0.444048559211,0.207988574992
ARPC5,-0.00467401553108,0.308954672904,0.206055908118
ARPC5L,0.305792965055,0.60564562355,0.41162909297
ARPP19,0.216384107967,0.674108366657,0.350495704265
ARRB1,0.33293408736,0.390082998159,0.62724735216
ARRB2,0.24453002013,0.427447548019,0.437428702166
ARRDC1,0.28839312863,0.500999891701,0.32339492951
ARSA,0.310739609939,0.36515288666,0.550387497807
ARSB,-0.0129024388428,0.0593300524535,0.395500489047
ARSD,0.0041678292119,0.120151880164,0.369019246071
ARVCF,0.317768941716,0.264726873309,0.550647218901
ASAH1,0.260271555596,0.554412568617,0.458027346329
ASAP1,0.362294703197,0.42845256025,0.585540375521
ASAP2,0.267733897371,0.445268590769,0.593922391532
ASCC1,0.079234574119,0.465897939697,0.143575279854
ASCC2,0.247000689019,0.713945272012,0.222502791555
ASCC3,0.270844667333,0.5050154091,0.359154339351
ASF1A,0.41373783042,0.547676288992,0.572469051909
ASF1B,0.244397913747,0.457557151826,0.686812057093
ASH1L,-0.0149373359447,0.356875663504,-0.111370804043
ASH2L,0.290619507426,0.78641192967,0.372627291955
ASL,0.397249183094,0.46729531208,0.618871083825
ASMTL,0.137276047793,0.168524040756,0.628988090624
ASNA1,0.431147896879,0.551205617626,0.482422685518
ASNS,0.199029909844,0.264643109755,0.592926003235
ASPH,0.184228310563,0.234768458366,0.563579759103
ASPM,-0.0277304737276,0.11046233614,-0.0058384557542
ASPN,0.0570012846989,-0.0263610300499,0.514437311157
ASPSCR1,0.374802873479,0.476623449017,0.490939508135
ASRGL1,0.189907012988,0.121008164654,0.776907297446
ASS1,0.206050315724,0.267181427622,0.800291564794
ASUN,0.298771438018,0.545546049675,0.347612006413
ATAD1,0.283077879318,0.538629516306,0.295470047364
ATAD2,0.38239081409,0.579810088088,0.557847139261
ATAD3A,0.355652168677,0.432956668781,0.518945888867
ATE1,0.335942315242,0.445250383083,0.338675387445
ATF2,0.190522507806,0.536658733951,0.289818582868
ATF7IP,0.108227171031,0.345291991919,0.411156630294
ATG12,0.112704952937,0.686859379325,0.228715073835
ATG13,0.289310614799,0.711731823667,0.362517288982
ATG16L1,0.20181747934,0.460876064996,0.326375158625
ATG2A,0.282602755672,0.358423582296,0.364522566587
ATG2B,0.355228407545,0.521750945238,0.351195700245
ATG3,0.22073374744,0.416391541635,0.433103859213
ATG4B,0.343053087647,0.576874340655,0.482188184883
ATG5,0.336966455694,0.669604414761,0.334054137524
ATG7,0.195497358655,0.496657028058,0.467713064831
ATG9A,0.290704587183,0.549676141824,0.398719721454
ATHL1,0.335761578708,0.179875884701,0.394024643515
ATIC,0.44460273289,0.552362803813,0.711368464867
ATL1,0.0947484046511,0.204999401486,0.515517131922
ATL2,0.245788043469,0.352121177708,0.361996870965
ATL3,0.130939327766,0.405465273842,0.332511693956
ATM,0.379906121707,0.434414318014,0.548468546637
ATOX1,0.41287632825,0.432244660376,0.360654401633
ATP11A,0.284208152047,0.375588280448,0.612915036781
ATP11C,0.174275842857,0.243440605959,0.468218171242
ATP13A1,0.291887234419,0.545833839474,0.40373601669
ATP13A3,0.210375525029,0.612503621975,0.408991985311
ATP1A1,0.123400502786,0.388433631977,0.417354045741
ATP1B1,0.0434973214961,0.150518306383,0.490598861909
ATP1B3,0.158217527409,0.277892399921,0.532807273932
ATP2A2,0.398065350233,0.582884555033,0.372902447498
ATP2A3,0.0243711539163,0.12019019173,0.383486903381
ATP2B1,0.168483864235,0.388419423668,0.381212251466
ATP2B4,0.132991178106,0.208443610027,0.359665451513
ATP2C1,0.229637677126,0.482464801652,0.36383905809
ATP5A1,0.200559373526,0.674151484182,0.298663850039
ATP5B,0.0827185816171,0.490536592857,0.275276855509
ATP5C1,0.0125399311761,0.450226123983,0.139844457602
ATP5D,0.12959740075,0.234577521555,0.227546744732
ATP5E,0.0286470947634,0.399358304632,0.0708175283688
ATP5F1,0.0589665069461,0.413325505601,0.130341808517
ATP5H,-0.00700524562471,0.489946367787,0.0944029313038
ATP5I,0.019220090034,0.360500459083,0.0996776508069
ATP5J,0.0645301089054,0.365637023426,0.140939293809
ATP5L,0.0476368450366,0.435124662053,0.0746978849869
ATP5O,0.00616928427272,0.393245553508,0.182833626237
ATP5S,0.255304290599,0.425155588927,0.38314932058
ATP6AP1,0.16725510456,0.258721679929,0.346549627584
ATP6AP2,0.0601961801022,0.198774058537,0.22401926869
ATP6V0A1,0.204542467754,0.39104552521,0.471084772239
ATP6V0A2,0.180117757342,0.512875765626,0.238470373624
ATP6V0D1,0.0674852072165,0.328910005965,0.259489917381
ATP6V1A,0.0744499875803,0.374983387343,0.261505314334
ATP6V1B1,0.00671917309923,0.153004425177,0.734955763975
ATP6V1B2,0.304417270489,0.570054201792,0.589897838
ATP6V1C1,0.304138389966,0.654850768383,0.500851942521
ATP6V1D,0.0852089036891,0.476974764342,0.230743117767
ATP6V1E1,0.0998621400989,0.534421814964,0.164757614302
ATP6V1F,-0.0360001815982,0.460861496736,0.054365581508
ATP6V1G1,0.062148594548,0.462773038035,0.120484145614
ATP6V1H,0.0313282719405,0.598802913452,0.147402425549
ATP7A,0.0870286140744,0.170468877857,0.567454605184
ATP8B1,0.237062507543,0.428218548503,0.496932421806
ATP9A,0.285474354438,0.464322088405,0.390847267222
