escore,length,pvalue,signature,type
-0.3059588966,273,0.001,PROTEIN_KINASE_ACTIVITY,MF
-0.305388421924,1187,0.001,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,BP
-0.303069537585,535,0.001,REGULATION_OF_TRANSCRIPTION,BP
-0.302698119634,598,0.001,RNA_BIOSYNTHETIC_PROCESS,BP
-0.301477008514,596,0.001,TRANSCRIPTION_DNA_DEPENDENT,BP
-0.300584495338,299,0.001,TRANSCRIPTION_FACTOR_BINDING,MF
-0.29522930596,425,0.001,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,BP
-0.295036686716,1141,0.001,INTRACELLULAR_ORGANELLE_PART,CC
-0.294370348393,1146,0.001,ORGANELLE_PART,CC
-0.293321127157,320,0.001,PHOSPHOTRANSFERASE_ACTIVITY_ALCOHOL_GROUP_AS_ACCEPTOR,MF
-0.291638532681,710,0.001,TRANSCRIPTION,BP
-0.291203999251,355,0.001,KINASE_ACTIVITY,MF
-0.289168011027,1602,0.001,BIOPOLYMER_METABOLIC_PROCESS,BP
-0.279523515111,741,0.001,REGULATION_OF_CELLULAR_METABOLIC_PROCESS,BP
-0.278989455284,752,0.001,REGULATION_OF_METABOLIC_PROCESS,BP
-0.277758904317,459,0.001,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,BP
-0.271930920858,548,0.001,DNA_BINDING,MF
-0.270098049103,629,0.001,REGULATION_OF_GENE_EXPRESSION,BP
-0.260061704976,774,0.001,PROTEIN_COMPLEX,CC
-0.25466027779,900,0.001,MACROMOLECULAR_COMPLEX,CC
0.205892593764,1442,0.001,MEMBRANE_PART,CC
0.20652793979,1421,0.001,SIGNAL_TRANSDUCTION,BP
0.210926461611,1746,0.001,MEMBRANE,CC
0.223527795984,987,0.001,PLASMA_MEMBRANE_PART,CC
0.228814112404,541,0.001,CELL_DEVELOPMENT,BP
0.229218161275,1226,0.001,PLASMA_MEMBRANE,CC
0.230167977368,1117,0.001,INTEGRAL_TO_MEMBRANE,CC
0.232268725663,1135,0.001,INTRINSIC_TO_MEMBRANE,CC
0.239166199498,325,0.001,REGULATION_OF_PROGRAMMED_CELL_DEATH,BP
0.239591784024,324,0.001,REGULATION_OF_APOPTOSIS,BP
0.24491434714,816,0.001,INTEGRAL_TO_PLASMA_MEMBRANE,CC
0.24754234614,830,0.001,INTRINSIC_TO_PLASMA_MEMBRANE,CC
0.256250316513,409,0.001,PROGRAMMED_CELL_DEATH,BP
0.25630384134,380,0.001,REGULATION_OF_BIOLOGICAL_QUALITY,BP
0.256381805182,507,0.001,CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166,BP
0.25659763595,408,0.001,APOPTOSIS_GO,BP
0.265371440902,448,0.001,RECEPTOR_ACTIVITY,MF
0.271615471002,380,0.001,EXTRACELLULAR_REGION,CC
0.277999596079,197,0.001,CATION_BINDING,MF
0.279701031339,293,0.001,EXTRACELLULAR_REGION_PART,CC
0.290441587169,330,0.001,CELL_CELL_SIGNALING,BP
0.299986082746,325,0.001,MITOCHONDRION,CC
0.303171649705,182,0.001,HOMEOSTATIC_PROCESS,BP
0.305756929226,131,0.001,REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,BP
0.307118497971,298,0.001,TRANSMEMBRANE_RECEPTOR_ACTIVITY,MF
0.30988877917,136,0.001,AMINE_METABOLIC_PROCESS,BP
0.311903001897,173,0.001,RESPONSE_TO_WOUNDING,BP
0.316062781035,277,0.001,OXIDOREDUCTASE_ACTIVITY,MF
0.316964532846,111,0.001,ENZYME_INHIBITOR_ACTIVITY,MF
0.320182369221,232,0.001,G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,BP
0.322299430177,102,0.001,RESPONSE_TO_BIOTIC_STIMULUS,BP
0.325212556731,92,0.001,CATION_HOMEOSTASIS,BP
0.332074027334,271,0.001,RESPONSE_TO_EXTERNAL_STIMULUS,BP
0.337428523146,138,0.001,MITOCHONDRIAL_PART,CC
0.338207914731,134,0.001,CHEMICAL_HOMEOSTASIS,BP
0.339036327207,209,0.001,EXTRACELLULAR_SPACE,CC
0.340570325484,94,0.001,MITOCHONDRIAL_ENVELOPE,CC
0.35540491531,115,0.001,INFLAMMATORY_RESPONSE,BP
0.364798608692,89,0.001,G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,MF
0.384439930022,113,0.001,BEHAVIOR,BP
0.386725579234,65,0.001,MITOCHONDRIAL_INNER_MEMBRANE,CC
0.388121884594,58,0.001,LYTIC_VACUOLE,CC
0.391998489424,109,0.001,SECOND_MESSENGER_MEDIATED_SIGNALING,BP
0.394904780197,58,0.001,REGULATION_OF_IMMUNE_SYSTEM_PROCESS,BP
0.399050386252,72,0.001,CYTOKINE_ACTIVITY,MF
0.399173933279,63,0.001,G_PROTEIN_SIGNALING_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER,BP
0.404007641373,65,0.001,CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,BP
0.413449447324,290,0.001,IMMUNE_SYSTEM_PROCESS,BP
0.419404490065,64,0.001,CYTOKINE_PRODUCTION,BP
0.431633610936,53,0.001,COFACTOR_METABOLIC_PROCESS,BP
0.4400552782,77,0.001,LOCOMOTORY_BEHAVIOR,BP
0.44331605904,229,0.001,DEFENSE_RESPONSE,BP
0.443865600753,77,0.001,ELECTRON_CARRIER_ACTIVITY,MF
0.448058690214,68,0.001,RESPONSE_TO_OTHER_ORGANISM,BP
0.45050986242,66,0.001,RHODOPSIN_LIKE_RECEPTOR_ACTIVITY,MF
0.464770386678,52,0.001,MITOCHONDRIAL_MEMBRANE_PART,CC
0.464895814163,40,0.001,RESPONSE_TO_VIRUS,BP
0.475569641867,202,0.001,IMMUNE_RESPONSE,BP
0.485123233817,34,0.001,CHEMOKINE_RECEPTOR_BINDING,MF
0.48578324355,30,0.001,PROTEIN_SECRETION,BP
0.487930398476,33,0.001,CHEMOKINE_ACTIVITY,MF
0.513667409762,77,0.001,STRUCTURAL_CONSTITUENT_OF_RIBOSOME,MF
0.517104653997,25,0.001,MEMBRANE_FUSION,BP
0.541880707042,31,0.001,SUGAR_BINDING,MF
0.546733617345,32,0.001,IMMUNE_EFFECTOR_PROCESS,BP
0.548671832466,30,0.001,HUMORAL_IMMUNE_RESPONSE,BP
0.574890054347,19,0.001,PROTEOGLYCAN_METABOLIC_PROCESS,BP
0.587052339282,36,0.001,SULFUR_METABOLIC_PROCESS,BP
0.60199780393,20,0.001,RIBOSOMAL_SUBUNIT,CC
0.60434123605,13,0.001,GLUCOSAMINE_METABOLIC_PROCESS,BP
0.608631768539,45,0.001,CELLULAR_DEFENSE_RESPONSE,BP
0.627465459423,12,0.001,N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,BP
0.640958876268,17,0.001,CYTOKINE_SECRETION,BP
0.66131688414,14,0.001,MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I,CC
0.66131688414,14,0.001,NADH_DEHYDROGENASE_COMPLEX,CC
0.66131688414,14,0.001,RESPIRATORY_CHAIN_COMPLEX_I,CC
0.684172755741,13,0.001,CYTOCHROME_C_OXIDASE_ACTIVITY,MF
0.705464834577,16,0.001,PHAGOCYTOSIS,BP
-0.731813527295,10,0.002,RNA_3END_PROCESSING,BP
-0.688908042377,11,0.002,CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,BP
-0.671018233679,12,0.002,NUCLEAR_MATRIX,CC
-0.670592650387,13,0.002,RNA_POLYMERASE_II_TRANSCRIPTION_MEDIATOR_ACTIVITY,MF
-0.666944615782,12,0.002,PROTEIN_COMPLEX_DISASSEMBLY,BP
-0.663055770216,14,0.002,G1_PHASE,BP
-0.659523815441,11,0.002,DNA_MODIFICATION,BP
-0.630406935475,16,0.002,CONDENSED_NUCLEAR_CHROMOSOME,CC
-0.512973130211,26,0.002,UBIQUITIN_LIGASE_COMPLEX,CC
-0.446421313158,47,0.002,TUBULIN_BINDING,MF
-0.376428378776,85,0.002,SEXUAL_REPRODUCTION,BP
0.286294032625,132,0.002,MULTI_ORGANISM_PROCESS,BP
0.287563100905,149,0.002,NITROGEN_COMPOUND_METABOLIC_PROCESS,BP
0.299770340974,128,0.002,MEMBRANE_ORGANIZATION_AND_BIOGENESIS,BP
0.359512867679,65,0.002,CELL_ACTIVATION,BP
0.360996925392,62,0.002,POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS,BP
0.388121884594,58,0.002,LYSOSOME,CC
0.499934042898,26,0.002,SULFOTRANSFERASE_ACTIVITY,MF
0.512781591357,26,0.002,HYDRO_LYASE_ACTIVITY,MF
0.727639091204,10,0.002,DEFENSE_RESPONSE_TO_VIRUS,BP
-0.577561027443,21,0.003,INTRACELLULAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,BP
-0.571180847449,18,0.003,RNA_DEPENDENT_ATPASE_ACTIVITY,MF
-0.56983050987,22,0.003,RNA_CATABOLIC_PROCESS,BP
-0.485937349084,33,0.003,TRANSLATION_FACTOR_ACTIVITY_NUCLEIC_ACID_BINDING,MF
-0.47088995658,35,0.003,TRANSLATION_REGULATOR_ACTIVITY,MF
-0.348657343358,112,0.003,ATPASE_ACTIVITY,MF
-0.33264417083,151,0.003,ATP_BINDING,MF
-0.302484294449,217,0.003,NUCLEOTIDE_BINDING,MF
-0.288191697674,222,0.003,POSITIVE_REGULATION_OF_METABOLIC_PROCESS,BP
-0.271793340993,410,0.003,TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,MF
0.27493929588,165,0.003,CARBOHYDRATE_METABOLIC_PROCESS,BP
0.278840918148,135,0.003,POSITIVE_REGULATION_OF_CELL_PROLIFERATION,BP
0.294412433795,104,0.003,TRANSITION_METAL_ION_BINDING,MF
0.357479845627,66,0.003,VACUOLE,CC
0.534152751476,23,0.003,MITOCHONDRIAL_RESPIRATORY_CHAIN,CC
0.537004309824,22,0.003,ORGANELLAR_RIBOSOME,CC
0.537004309824,22,0.003,MITOCHONDRIAL_RIBOSOME,CC
0.620049957755,15,0.003,REGULATION_OF_CYTOKINE_SECRETION,BP
-0.576245355055,20,0.004,N_ACETYLTRANSFERASE_ACTIVITY,MF
-0.480318295541,38,0.004,AMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
-0.301431751106,204,0.004,PURINE_NUCLEOTIDE_BINDING,MF
0.293171152442,111,0.004,SECRETION_BY_CELL,BP
0.341238931892,64,0.004,POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,BP
0.407700473836,38,0.004,RIBOSOME,CC
0.415664264888,43,0.004,REGULATION_OF_CELL_GROWTH,BP
0.415778732658,38,0.004,REGULATION_OF_SECRETION,BP
0.415866531928,41,0.004,G_PROTEIN_COUPLED_RECEPTOR_BINDING,MF
0.431738315002,34,0.004,CYTOKINE_BIOSYNTHETIC_PROCESS,BP
0.440544540348,31,0.004,HEMATOPOIETIN_INTERFERON_CLASSD200_DOMAIN_CYTOKINE_RECEPTOR_ACTIVITY,MF
0.454632241578,28,0.004,LIPID_RAFT,CC
0.465018527848,30,0.004,CARBON_OXYGEN_LYASE_ACTIVITY,MF
0.470890994328,25,0.004,RESPONSE_TO_BACTERIUM,BP
0.478105758519,26,0.004,AMINE_CATABOLIC_PROCESS,BP
0.513041461701,22,0.004,ADAPTIVE_IMMUNE_RESPONSE,BP
0.517853164034,21,0.004,ADAPTIVE_IMMUNE_RESPONSE_GO_0002460,BP
0.569247152602,18,0.004,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,BP
0.623539645965,11,0.004,NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,BP
-0.662906274317,11,0.005,ADP_BINDING,MF
-0.594111071339,15,0.005,DNA_REPLICATION_INITIATION,BP
-0.561572364564,20,0.005,CELL_DIVISION,BP
-0.52262387425,25,0.005,CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,BP
-0.511516944657,25,0.005,ACTIN_FILAMENT_BINDING,MF
-0.484461298556,35,0.005,MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,BP
-0.317297456513,169,0.005,TRANSCRIPTION_ACTIVATOR_ACTIVITY,MF
-0.308280536543,198,0.005,PURINE_RIBONUCLEOTIDE_BINDING,MF
-0.292006415428,212,0.005,ENDOMEMBRANE_SYSTEM,CC
-0.286531821357,215,0.005,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,BP
0.22772929334,279,0.005,REGULATION_OF_CELL_PROLIFERATION,BP
0.245059912711,221,0.005,STRUCTURAL_MOLECULE_ACTIVITY,MF
0.34188268983,58,0.005,POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,BP
0.439287561122,30,0.005,TRANSFERASE_ACTIVITY_TRANSFERRING_SULFUR_CONTAINING_GROUPS,MF
0.476154324363,25,0.005,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NADH_OR_NADPH,MF
0.62740771672,13,0.005,REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,BP
0.68531296599,9,0.005,DETECTION_OF_BIOTIC_STIMULUS,BP
-0.575291576349,18,0.006,NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,BP
-0.471415156099,31,0.006,NUCLEAR_CHROMOSOME_PART,CC
-0.451181828949,33,0.006,MICROTUBULE_BINDING,MF
-0.363870827898,85,0.006,TRANSCRIPTION_FACTOR_COMPLEX,CC
-0.357051709653,90,0.006,RNA_SPLICING,BP
0.263075636135,146,0.006,REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS,BP
0.285030056994,127,0.006,CATION_TRANSPORT,BP
0.318130856835,86,0.006,LIPID_BINDING,MF
0.321872242461,84,0.006,MITOCHONDRIAL_MEMBRANE,CC
0.323420177695,89,0.006,CELLULAR_CATION_HOMEOSTASIS,BP
0.361893659925,60,0.006,LEUKOCYTE_ACTIVATION,BP
0.511829305162,21,0.006,REGULATION_OF_PROTEIN_SECRETION,BP
0.573527327587,16,0.006,LIPID_HOMEOSTASIS,BP
0.6199588962,11,0.006,ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT,CC
0.6199588962,11,0.006,MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT,CC
-0.629787965934,11,0.007,NUCLEAR_UBIQUITIN_LIGASE_COMPLEX,CC
-0.508461961545,24,0.007,ENDONUCLEASE_ACTIVITY,MF
-0.497319567245,32,0.007,GENERAL_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY,MF
-0.462173206818,32,0.007,MICROTUBULE,CC
0.290985252325,86,0.007,SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,BP
0.321170077925,73,0.007,ORGANELLE_INNER_MEMBRANE,CC
0.329922792914,63,0.007,NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,BP
0.338608788072,51,0.007,ELECTRON_TRANSPORT_GO_0006118,BP
0.431392024308,27,0.007,AROMATIC_COMPOUND_METABOLIC_PROCESS,BP
0.443100818613,33,0.007,MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.455182327123,28,0.007,LIPID_TRANSPORT,BP
0.47188249053,24,0.007,AMINO_ACID_CATABOLIC_PROCESS,BP
0.572206168772,15,0.007,COPPER_ION_BINDING,MF
0.63665336027,11,0.007,STEROL_BINDING,MF
0.654095953602,11,0.007,HEME_METABOLIC_PROCESS,BP
-0.58452367295,16,0.008,RRNA_METABOLIC_PROCESS,BP
-0.540520537163,18,0.008,MEDIATOR_COMPLEX,CC
-0.476714680066,31,0.008,PROTEIN_AUTOPROCESSING,BP
-0.474738749479,29,0.008,DOUBLE_STRANDED_DNA_BINDING,MF
0.292363606371,108,0.008,ION_HOMEOSTASIS,BP
0.432411174458,32,0.008,REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,BP
0.453517678885,30,0.008,PEPTIDE_RECEPTOR_ACTIVITY,MF
0.461162233539,26,0.008,POSITIVE_REGULATION_OF_TRANSLATION,BP
0.550526790377,14,0.008,EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,MF
0.6199588962,11,0.008,SMALL_RIBOSOMAL_SUBUNIT,CC
0.66078647724,11,0.008,FATTY_ACID_BETA_OXIDATION,BP
-0.606253469593,13,0.009,HETEROGENEOUS_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX,CC
-0.323488930132,131,0.009,ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,BP
0.191396183337,630,0.009,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,BP
0.219288611681,279,0.009,RESPONSE_TO_CHEMICAL_STIMULUS,BP
0.258737810436,141,0.009,NEGATIVE_REGULATION_OF_APOPTOSIS,BP
0.265699060889,124,0.009,CELLULAR_HOMEOSTASIS,BP
0.389821917133,44,0.009,CYTOKINE_BINDING,MF
0.569160074174,13,0.009,PROTEIN_TETRAMERIZATION,BP
0.578766880746,13,0.009,NEGATIVE_REGULATION_OF_SECRETION,BP
0.653456902231,10,0.009,INTERLEUKIN_1_SECRETION,BP
-0.682411124464,10,0.01,CENTROSOME_CYCLE,BP
-0.577856551858,15,0.01,ER_NUCLEAR_SIGNALING_PATHWAY,BP
-0.509005568469,25,0.01,COVALENT_CHROMATIN_MODIFICATION,BP
-0.495059297096,24,0.01,HISTONE_MODIFICATION,BP
-0.490195881313,25,0.01,DNA_HELICASE_ACTIVITY,MF
-0.328578199045,113,0.01,BIOPOLYMER_CATABOLIC_PROCESS,BP
-0.293306256086,201,0.01,NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,BP
0.184039882578,603,0.01,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,BP
0.206685592208,415,0.01,REGULATION_OF_DEVELOPMENTAL_PROCESS,BP
0.245539041392,162,0.01,ION_TRANSPORT,BP
0.248565110712,207,0.01,POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,BP
0.33591338009,67,0.01,CARBOHYDRATE_BINDING,MF
0.396351040337,35,0.01,CYTOKINE_METABOLIC_PROCESS,BP
0.598326786675,11,0.01,LEARNING_AND_OR_MEMORY,BP
0.618467192568,10,0.01,HEME_BIOSYNTHETIC_PROCESS,BP
-0.471962158762,26,0.011,ONE_CARBON_COMPOUND_METABOLIC_PROCESS,BP
-0.465385136101,30,0.011,PROTEIN_AMINO_ACID_AUTOPHOSPHORYLATION,BP
-0.459946281705,30,0.011,CHROMOSOMEPERICENTRIC_REGION,CC
-0.277792847446,244,0.011,RNA_BINDING,MF
0.199535572104,465,0.011,CELL_PROLIFERATION_GO_0008283,BP
0.219472667118,292,0.011,CELLULAR_BIOSYNTHETIC_PROCESS,BP
-0.66308769124,9,0.012,SMALL_CONJUGATING_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY,MF
-0.564847329415,17,0.012,ATP_DEPENDENT_RNA_HELICASE_ACTIVITY,MF
-0.534693009224,18,0.012,RIBOSOME_BIOGENESIS_AND_ASSEMBLY,BP
0.240612197282,172,0.012,CARBOXYLIC_ACID_METABOLIC_PROCESS,BP
0.361181240378,53,0.012,REGULATION_OF_GROWTH,BP
0.363915617191,45,0.012,NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,BP
0.444463650295,27,0.012,HYDROGEN_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.491601426853,19,0.012,DEFENSE_RESPONSE_TO_BACTERIUM,BP
0.580727581171,13,0.012,NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,BP
