escore,length,pvalue,signature,type
-0.664106391,15,0.001,CHROMATIN_REMODELING,BP
-0.655825554,73,0.001,STRUCTURAL_CONSTITUENT_OF_RIBOSOME,MF
-0.639671877,19,0.001,RNA_SPLICING_FACTOR_ACTIVITYTRANSESTERIFICATION_MECHANISM,MF
-0.631486814,27,0.001,TRANSCRIPTION_INITIATION,BP
-0.62928771,16,0.001,COATED_MEMBRANE,CC
-0.611190541,142,0.001,NUCLEOPLASM_PART,CC
-0.604963345,29,0.001,POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,BP
-0.60486667,33,0.001,RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS,BP
-0.598451219,29,0.001,NUCLEAR_PORE,CC
-0.596888856,22,0.001,MITOCHONDRIAL_RESPIRATORY_CHAIN,CC
-0.595247916,22,0.001,GOLGI_ASSOCIATED_VESICLE,CC
-0.592861761,22,0.001,PROTEASOME_COMPLEX,CC
-0.592017832,24,0.001,HORMONE_RECEPTOR_BINDING,MF
-0.586023974,56,0.001,TRANSCRIPTION_FACTOR_COMPLEX,CC
-0.580740974,76,0.001,RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY,BP
-0.577992747,125,0.001,RIBONUCLEOPROTEIN_COMPLEX,CC
-0.569365494,31,0.001,TRANSLATIONAL_INITIATION,BP
-0.563892564,34,0.001,PROTEIN_DNA_COMPLEX_ASSEMBLY,BP
-0.558803832,270,0.001,NUCLEAR_LUMEN,CC
-0.553222129,44,0.001,SPLICEOSOME,CC
-0.551147629,190,0.001,NUCLEOPLASM,CC
-0.542963713,58,0.001,PROTEIN_RNA_COMPLEX_ASSEMBLY,BP
-0.534672294,35,0.001,citrullination,PTM
-0.533411162,329,0.001,MEMBRANE_ENCLOSED_LUMEN,CC
-0.533411162,329,0.001,ORGANELLE_LUMEN,CC
-0.533313153,42,0.001,MITOCHONDRIAL_MATRIX,CC
-0.533313153,42,0.001,MITOCHONDRIAL_LUMEN,CC
-0.532792148,74,0.001,RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY,MF
-0.530854205,84,0.001,RNA_SPLICING,BP
-0.528987729,124,0.001,REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,BP
-0.523425409,157,0.001,RNA_PROCESSING,BP
-0.518495515,44,0.001,MITOCHONDRIAL_MEMBRANE_PART,CC
-0.517147502,205,0.001,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,BP
-0.516334546,42,0.001,HELICASE_ACTIVITY,MF
-0.516246595,407,0.001,NUCLEAR_PART,CC
-0.51165919,41,0.001,PROTEIN_CATABOLIC_PROCESS,BP
-0.506653258,41,0.001,NUCLEAR_MEMBRANE,CC
-0.505630439,95,0.001,TRANSCRIPTION_ACTIVATOR_ACTIVITY,MF
-0.503718145,69,0.001,TRANSCRIPTION_COACTIVATOR_ACTIVITY,MF
-0.502552259,67,0.001,MRNA_PROCESSING_GO_0006397,BP
-0.49893555,37,0.001,CELLULAR_PROTEIN_CATABOLIC_PROCESS,BP
-0.497802154,95,0.001,NUCLEOLUS,CC
-0.476702377,53,0.001,MITOCHONDRIAL_INNER_MEMBRANE,CC
-0.469974985,121,0.001,TRANSLATION,BP
-0.467451206,76,0.001,MRNA_METABOLIC_PROCESS,BP
-0.46528598,634,0.001,MACROMOLECULAR_COMPLEX,CC
-0.446579944,479,0.001,RNA_METABOLIC_PROCESS,BP
-0.441730116,120,0.001,TRANSCRIPTION_COFACTOR_ACTIVITY,MF
-0.438386334,296,0.001,RNA_BIOSYNTHETIC_PROCESS,BP
-0.436960742,294,0.001,TRANSCRIPTION_DNA_DEPENDENT,BP
-0.436585455,523,0.001,PROTEIN_COMPLEX,CC
-0.435981698,70,0.001,MITOCHONDRIAL_MEMBRANE,CC
-0.430216927,78,0.001,ATPASE_ACTIVITY,MF
-0.426905753,165,0.001,TRANSCRIPTION_FACTOR_BINDING,MF
-0.42657245,801,0.001,INTRACELLULAR_ORGANELLE_PART,CC
-0.42657245,801,0.001,ORGANELLE_PART,CC
-0.418989444,77,0.001,CHROMOSOME_ORGANIZATION_AND_BIOGENESIS,BP
-0.418321283,121,0.001,MITOCHONDRIAL_PART,CC
-0.414257567,172,0.001,MACROMOLECULE_BIOSYNTHETIC_PROCESS,BP
-0.402020785,214,0.001,REGULATION_OF_RNA_METABOLIC_PROCESS,BP
-0.40011539,206,0.001,REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT,BP
-0.398898826,348,0.001,TRANSCRIPTION,BP
-0.39838817,203,0.001,ORGANELLE_MEMBRANE,CC
-0.394398669,211,0.001,RNA_BINDING,MF
-0.391492889,867,0.001,NUCLEUS,CC
-0.37599076,193,0.001,MACROMOLECULAR_COMPLEX_ASSEMBLY,BP
-0.374842225,701,0.001,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,BP
-0.360539445,202,0.001,CELLULAR_COMPONENT_ASSEMBLY,BP
-0.357116791,140,0.001,ENDOMEMBRANE_SYSTEM,CC
-0.356612256,880,0.001,BIOPOLYMER_METABOLIC_PROCESS,BP
-0.354228233,133,0.001,ENVELOPE,CC
-0.354228233,133,0.001,ORGANELLE_ENVELOPE,CC
-0.35126359,140,0.001,NUCLEOSIDE_TRIPHOSPHATASE_ACTIVITY,MF
-0.350442207,154,0.001,DNA_METABOLIC_PROCESS,BP
-0.348232665,251,0.001,REGULATION_OF_TRANSCRIPTION,BP
-0.344379516,282,0.001,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,BP
-0.341687224,306,0.001,REGULATION_OF_GENE_EXPRESSION,BP
-0.320945826,373,0.001,REGULATION_OF_METABOLIC_PROCESS,BP
-0.319014904,369,0.001,REGULATION_OF_CELLULAR_METABOLIC_PROCESS,BP
-0.295685435,391,0.001,INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE,CC
-0.295685435,391,0.001,NON_MEMBRANE_BOUND_ORGANELLE,CC
-0.228113824,2539,0.001,acetylation,PTM
0.205709568,567,0.001,SIGNAL_TRANSDUCTION,BP
0.216043337,663,0.001,MEMBRANE,CC
0.266016309,256,0.001,RESPONSE_TO_STRESS,BP
0.268267046,212,0.001,CYTOSKELETON,CC
0.269128457,192,0.001,CELL_PROLIFERATION_GO_0008283,BP
0.27169634,159,0.001,REGULATION_OF_BIOLOGICAL_QUALITY,BP
0.278793136,320,0.001,INTEGRAL_TO_MEMBRANE,CC
0.279408118,323,0.001,INTRINSIC_TO_MEMBRANE,CC
0.289870742,255,0.001,lipoprotein,PTM
0.305270902,141,0.001,LIPID_METABOLIC_PROCESS,BP
0.322039848,97,0.001,RECEPTOR_ACTIVITY,MF
0.340724672,122,0.001,SYSTEM_PROCESS,BP
0.350454932,126,0.001,ANATOMICAL_STRUCTURE_MORPHOGENESIS,BP
0.354154231,187,0.001,OXIDOREDUCTASE_ACTIVITY,MF
0.357733998,334,0.001,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,BP
0.364054451,327,0.001,ANATOMICAL_STRUCTURE_DEVELOPMENT,BP
0.367587778,371,0.001,PLASMA_MEMBRANE,CC
0.375390586,68,0.001,AMINE_METABOLIC_PROCESS,BP
0.381924185,275,0.001,SYSTEM_DEVELOPMENT,BP
0.389385292,113,0.001,IMMUNE_SYSTEM_PROCESS,BP
0.399137559,266,0.001,PLASMA_MEMBRANE_PART,CC
0.404574283,80,0.001,NITROGEN_COMPOUND_METABOLIC_PROCESS,BP
0.404687337,63,0.001,PROTEIN_HOMODIMERIZATION_ACTIVITY,MF
0.405597213,63,0.001,ENZYME_INHIBITOR_ACTIVITY,MF
0.40804612,59,0.001,AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS,BP
0.411454899,104,0.001,ORGANIC_ACID_METABOLIC_PROCESS,BP
0.412146357,102,0.001,CARBOXYLIC_ACID_METABOLIC_PROCESS,BP
0.419796126,35,0.001,CELLULAR_HOMEOSTASIS,BP
0.4204298,194,0.001,ORGAN_DEVELOPMENT,BP
0.423132234,135,0.001,ION_BINDING,MF
0.427841759,40,0.001,RESPONSE_TO_BIOTIC_STIMULUS,BP
0.428895972,38,0.001,REGULATION_OF_HYDROLASE_ACTIVITY,BP
0.429191298,195,0.001,INTEGRAL_TO_PLASMA_MEMBRANE,CC
0.429191298,195,0.001,INTRINSIC_TO_PLASMA_MEMBRANE,CC
0.429944357,49,0.001,ALCOHOL_METABOLIC_PROCESS,BP
0.439812976,73,0.001,zymogen,PTM
0.441354142,71,0.001,IMMUNE_RESPONSE,BP
0.445128549,36,0.001,APOPTOTIC_PROGRAM,BP
0.445230233,39,0.001,LYASE_ACTIVITY,MF
0.447467804,61,0.001,ENDOPEPTIDASE_ACTIVITY,MF
0.449774555,34,0.001,nitration,PTM
0.450594429,903,0.001,glycoprotein,PTM
0.45092845,113,0.001,CATION_BINDING,MF
0.459130624,82,0.001,EXTRACELLULAR_SPACE,CC
0.463549852,92,0.001,PEPTIDASE_ACTIVITY,MF
0.468055773,39,0.001,MUSCLE_DEVELOPMENT,BP
0.469382164,107,0.001,RESPONSE_TO_EXTERNAL_STIMULUS,BP
0.473532664,51,0.001,ORGAN_MORPHOGENESIS,BP
0.488063837,38,0.001,OXIDOREDUCTASE_ACTIVITY_GO_0016616,MF
0.489824195,30,0.001,BEHAVIOR,BP
0.491696017,41,0.001,MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,BP
0.493906999,25,0.001,POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,BP
0.500110273,59,0.001,cleavage_on_pair_of_basic_residues,PTM
0.506189968,42,0.001,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS,MF
0.506372933,48,0.001,INFLAMMATORY_RESPONSE,BP
0.51332913,34,0.001,FATTY_ACID_METABOLIC_PROCESS,BP
0.514140096,25,0.001,METALLOPEPTIDASE_ACTIVITY,MF
0.514172274,42,0.001,TRANSMEMBRANE_RECEPTOR_ACTIVITY,MF
0.520774888,85,0.001,DEFENSE_RESPONSE,BP
0.52131732,20,0.001,ANGIOGENESIS,BP
0.526941206,41,0.001,CELL_MIGRATION,BP
0.531077844,31,0.001,CELL_CELL_ADHESION,BP
0.533419011,78,0.001,RESPONSE_TO_WOUNDING,BP
0.537675649,20,0.001,HETEROCYCLE_METABOLIC_PROCESS,BP
0.539984166,24,0.001,CELL_SUBSTRATE_ADHESION,BP
0.542203072,137,0.001,EXTRACELLULAR_REGION_PART,CC
0.547518821,22,0.001,CARBON_OXYGEN_LYASE_ACTIVITY,MF
0.547853589,691,0.001,disulfide_bond,PTM
0.548402939,25,0.001,NUCLEOTIDE_METABOLIC_PROCESS,BP
0.549652417,25,0.001,SERINE_TYPE_PEPTIDASE_ACTIVITY,MF
0.549652417,25,0.001,SERINE_HYDROLASE_ACTIVITY,MF
0.555821856,55,0.001,CALCIUM_ION_BINDING,MF
0.561628545,51,0.001,hydroxylation,PTM
0.562265228,21,0.001,SERINE_TYPE_ENDOPEPTIDASE_ACTIVITY,MF
0.563894138,29,0.001,proteoglycan,PTM
0.570019823,174,0.001,EXTRACELLULAR_REGION,CC
0.582143186,33,0.001,pyrrolidone_carboxylic_acid,PTM
0.584850332,48,0.001,TISSUE_DEVELOPMENT,BP
0.58645247,17,0.001,REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY,BP
0.598904133,27,0.001,REGULATION_OF_BODY_FLUID_LEVELS,BP
0.609672502,15,0.001,LIPID_RAFT,CC
0.614387309,18,0.001,RECEPTOR_COMPLEX,CC
0.614491932,15,0.001,oxidation,PTM
0.61627188,32,0.001,SKELETAL_DEVELOPMENT,BP
0.617020531,28,0.001,WOUND_HEALING,BP
0.621288266,35,0.001,ECTODERM_DEVELOPMENT,BP
0.621299598,25,0.001,COAGULATION,BP
0.621299598,25,0.001,BLOOD_COAGULATION,BP
0.626018196,23,0.001,PROTEASE_INHIBITOR_ACTIVITY,MF
0.629667372,33,0.001,EPIDERMIS_DEVELOPMENT,BP
0.630543985,28,0.001,CARBOHYDRATE_BINDING,MF
0.632587996,24,0.001,gpi_anchor,PTM
0.636548089,26,0.001,HEMOSTASIS,BP
0.639921602,16,0.001,SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,MF
0.643386097,16,0.001,CARBOXYLIC_ACID_TRANSPORT,BP
0.643386097,16,0.001,ORGANIC_ACID_TRANSPORT,BP
0.645700016,11,0.001,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORSNAD_OR_NADP_AS_ACCEPTOR,MF
0.646320537,19,0.001,AROMATIC_COMPOUND_METABOLIC_PROCESS,BP
0.656971687,36,0.001,EXTRACELLULAR_MATRIX_PART,CC
0.662494498,22,0.001,PROTEIN_OLIGOMERIZATION,BP
0.664756804,12,0.001,INTERMEDIATE_FILAMENT_CYTOSKELETON,CC
0.680210658,59,0.001,EXTRACELLULAR_MATRIX,CC
0.684858126,58,0.001,PROTEINACEOUS_EXTRACELLULAR_MATRIX,CC
0.686377731,11,0.001,CELL_STRUCTURE_DISASSEMBLY_DURING_APOPTOSIS,BP
0.686615792,12,0.001,PROTEIN_HOMOOLIGOMERIZATION,BP
0.707921773,12,0.001,AMINO_ACID_DERIVATIVE_METABOLIC_PROCESS,BP
0.708834329,12,0.001,INTEGRIN_COMPLEX,CC
0.711090755,12,0.001,CHAPERONE_BINDING,MF
0.719962837,17,0.001,sulfation,PTM
0.735143035,10,0.001,ANION_TRANSPORT,BP
0.740439553,10,0.001,PROTEIN_TETRAMERIZATION,BP
0.751518398,16,0.001,COLLAGEN,CC
0.754482966,10,0.001,ACUTE_INFLAMMATORY_RESPONSE,BP
0.760911141,15,0.001,EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,MF
0.770303349,13,0.001,SUGAR_BINDING,MF
0.79665076,6,0.001,DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_RESULTING_IN_INDUCTION_OF_APOPTOSIS,BP
0.813824507,6,0.001,CALCIUM_MEDIATED_SIGNALING,BP
0.827013634,6,0.001,REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,BP
0.829372811,8,0.001,ICOSANOID_METABOLIC_PROCESS,BP
0.863025476,7,0.001,BIOGENIC_AMINE_METABOLIC_PROCESS,BP
0.873179728,4,0.001,NEUTRAL_AMINO_ACID_TRANSPORT,BP
0.873179728,4,0.001,NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.899369465,4,0.001,HORMONE_BINDING,MF
0.922180446,4,0.001,LEARNING_AND_OR_MEMORY,BP
-0.866735833,4,0.002,OVULATION_CYCLE,BP
-0.696777564,14,0.002,THYROID_HORMONE_RECEPTOR_BINDING,MF
-0.6770438,12,0.002,PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX,CC
-0.647659424,15,0.002,COATED_VESICLE_MEMBRANE,CC
-0.62928771,16,0.002,MEMBRANE_COAT,CC
-0.591703558,20,0.002,SPLICEOSOME_ASSEMBLY,BP
-0.546923086,22,0.002,VESICLE_MEMBRANE,CC
-0.519506027,36,0.002,NUCLEAR_MEMBRANE_PART,CC
-0.429513,51,0.002,NUCLEAR_ENVELOPE_ENDOPLASMIC_RETICULUM_NETWORK,CC
-0.429095217,58,0.002,ORGANELLE_INNER_MEMBRANE,CC
-0.4270723,66,0.002,POSITIVE_REGULATION_OF_TRANSCRIPTION,BP
-0.417374036,60,0.002,POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,BP
0.202935898,509,0.002,MEMBRANE_PART,CC
0.446163453,29,0.002,ISOMERASE_ACTIVITY,MF
0.482077725,29,0.002,CELL_SURFACE,CC
0.519541947,23,0.002,CELL_MATRIX_ADHESION,BP
0.525912409,22,0.002,REGULATION_OF_RESPONSE_TO_STIMULUS,BP
0.550732468,21,0.002,EXOPEPTIDASE_ACTIVITY,MF
0.575186567,17,0.002,NITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,BP
0.576551135,19,0.002,HYDRO_LYASE_ACTIVITY,MF
0.663360429,11,0.002,KINASE_INHIBITOR_ACTIVITY,MF
0.663360429,11,0.002,PROTEIN_KINASE_INHIBITOR_ACTIVITY,MF
0.676630971,11,0.002,CARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.682306977,10,0.002,FATTY_ACID_BIOSYNTHETIC_PROCESS,BP
0.72969049,9,0.002,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR,MF
0.920007096,3,0.002,REGULATION_OF_AXONOGENESIS,BP
-0.894483866,5,0.003,MANNOSYLTRANSFERASE_ACTIVITY,MF
-0.805531172,6,0.003,U12_DEPENDENT_SPLICEOSOME,CC
-0.698671467,10,0.003,DNA_DAMAGE_CHECKPOINT,BP
-0.698671467,10,0.003,DNA_INTEGRITY_CHECKPOINT,BP
-0.647659424,15,0.003,VESICLE_COAT,CC
-0.636310649,13,0.003,RESPIRATORY_CHAIN_COMPLEX_I,CC
-0.605623727,16,0.003,NUCLEOTIDE_EXCISION_REPAIR,BP
-0.590997064,21,0.003,RNA_HELICASE_ACTIVITY,MF
-0.559822388,23,0.003,NUCLEAR_HORMONE_RECEPTOR_BINDING,MF
-0.556668424,21,0.003,CELLULAR_PROTEIN_COMPLEX_ASSEMBLY,BP
-0.546923086,22,0.003,CYTOPLASMIC_VESICLE_PART,CC
-0.495846816,33,0.003,PORE_COMPLEX,CC
-0.413142934,58,0.003,POSITIVE_REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT,BP
0.246034272,184,0.003,REGULATION_OF_APOPTOSIS,BP
0.314717659,95,0.003,PROTEIN_DIMERIZATION_ACTIVITY,MF
0.317921952,79,0.003,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,BP
0.324430223,87,0.003,prenylation,PTM
0.360942307,49,0.003,POSITIVE_REGULATION_OF_CELL_PROLIFERATION,BP
0.368681202,55,0.003,LIPID_BINDING,MF
0.408959962,38,0.003,ELECTRON_TRANSPORT_GO_0006118,BP
0.444000358,45,0.003,REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,BP
0.562548262,16,0.003,POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,BP
0.577283795,16,0.003,INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY,MF
0.603264369,13,0.003,ANTIOXIDANT_ACTIVITY,MF
0.603843617,13,0.003,CELLULAR_DEFENSE_RESPONSE,BP
-0.55755488,22,0.004,TRANSLATION_INITIATION_FACTOR_ACTIVITY,MF
-0.395484417,66,0.004,GOLGI_APPARATUS_PART,CC
0.232595205,199,0.004,CELL_FRACTION,CC
0.297128867,104,0.004,REGULATION_OF_CELL_PROLIFERATION,BP
0.457855093,33,0.004,NUCLEOBASENUCLEOSIDE_AND_NUCLEOTIDE_METABOLIC_PROCESS,BP
0.461108824,25,0.004,CELLULAR_CATION_HOMEOSTASIS,BP
0.498190633,22,0.004,BASEMENT_MEMBRANE,CC
0.664756804,12,0.004,INTERMEDIATE_FILAMENT,CC
0.676630971,11,0.004,ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.798378294,5,0.004,INORGANIC_ANION_TRANSPORT,BP
-0.636310649,13,0.005,MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I,CC
-0.484877546,35,0.005,CHROMATIN_MODIFICATION,BP
0.295236639,101,0.005,NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,BP
0.519059998,20,0.005,CELL_ACTIVATION,BP
0.587202114,13,0.005,autocatalytic,PTM
0.657600563,11,0.005,gamma_carboxyglutamic_acid,PTM
0.741724544,8,0.005,COLLAGEN_BINDING,MF
0.79307778,6,0.005,MORPHOGENESIS_OF_AN_EPITHELIUM,BP
-0.640633777,12,0.006,MRNA_SPLICE_SITE_SELECTION,BP
-0.636310649,13,0.006,NADH_DEHYDROGENASE_COMPLEX,CC
-0.53433343,23,0.006,REGULATION_OF_TRANSLATIONAL_INITIATION,BP
-0.419388859,48,0.006,ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE,BP
-0.365399716,72,0.006,DNA_REPAIR,BP
0.246034272,184,0.006,REGULATION_OF_PROGRAMMED_CELL_DEATH,BP
0.274572173,109,0.006,CELLULAR_LIPID_METABOLIC_PROCESS,BP
0.289840467,87,0.006,NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,BP
0.423350668,31,0.006,ION_HOMEOSTASIS,BP
0.566784469,13,0.006,TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS,MF
0.645014104,9,0.006,INSOLUBLE_FRACTION,CC
0.662795404,9,0.006,TISSUE_REMODELING,BP
0.686705775,9,0.006,THIOLESTER_HYDROLASE_ACTIVITY,MF
0.695968781,8,0.006,VITAMIN_METABOLIC_PROCESS,BP
0.700840778,9,0.006,DNA_FRAGMENTATION_DURING_APOPTOSIS,BP
0.726950766,7,0.006,NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,BP
0.74643148,6,0.006,REGULATION_OF_GENE_SPECIFIC_TRANSCRIPTION,BP
-0.683332702,9,0.007,RESPONSE_TO_HEAT,BP
-0.546923086,22,0.007,CYTOPLASMIC_VESICLE_MEMBRANE,CC
-0.492393132,31,0.007,TRANSLATION_REGULATOR_ACTIVITY,MF
-0.478133507,30,0.007,TRANSLATION_FACTOR_ACTIVITY_NUCLEIC_ACID_BINDING,MF
-0.443229246,44,0.007,ENDOPLASMIC_RETICULUM_MEMBRANE,CC
-0.419781655,52,0.007,NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,BP
-0.406447403,70,0.007,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,BP
0.277901445,116,0.007,PROTEIN_AMINO_ACID_PHOSPHORYLATION,BP
0.289840467,87,0.007,NEGATIVE_REGULATION_OF_APOPTOSIS,BP
0.400590657,39,0.007,STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON,MF
0.435345301,30,0.007,CYSTEINE_TYPE_PEPTIDASE_ACTIVITY,MF
0.466155897,25,0.007,POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,BP
0.603877199,12,0.007,PEPTIDYL_TYROSINE_PHOSPHORYLATION,BP
0.685672065,9,0.007,POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY,BP
0.781867634,5,0.007,MONOSACCHARIDE_BINDING,MF
-0.692582258,8,0.008,OLIGOSACCHARYL_TRANSFERASE_COMPLEX,CC
-0.648361241,12,0.008,INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,BP
-0.569629693,17,0.008,CHROMOSOMEPERICENTRIC_REGION,CC
-0.557516664,19,0.008,RIBONUCLEASE_ACTIVITY,MF
-0.456605993,43,0.008,GOLGI_VESICLE_TRANSPORT,BP
-0.449718409,36,0.008,NUCLEASE_ACTIVITY,MF
-0.396761229,62,0.008,DNA_REPLICATION,BP
-0.356116468,88,0.008,NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,BP
0.284779043,102,0.008,REGULATION_OF_SIGNAL_TRANSDUCTION,BP
0.323294063,65,0.008,POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,BP
0.334307896,58,0.008,ACTIN_BINDING,MF
0.356376271,59,0.008,TRANSITION_METAL_ION_BINDING,MF
0.453771281,24,0.008,VASCULATURE_DEVELOPMENT,BP
0.456078945,21,0.008,REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,BP
0.495777337,21,0.008,REGULATION_OF_DNA_BINDING,BP
0.595461728,11,0.008,REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION,BP
0.596526148,11,0.008,GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,BP
0.747186348,6,0.008,TUBE_DEVELOPMENT,BP
0.871862822,3,0.008,CELL_RECOGNITION,BP
-0.625811148,12,0.009,MEIOTIC_CELL_CYCLE,BP
-0.59276685,15,0.009,BRAIN_DEVELOPMENT,BP
-0.57305357,16,0.009,RNA_DEPENDENT_ATPASE_ACTIVITY,MF
-0.499985138,22,0.009,NUCLEAR_BODY,CC
0.24013887,168,0.009,IDENTICAL_PROTEIN_BINDING,MF
0.46061922,21,0.009,REGULATION_OF_CELL_ADHESION,BP
0.562374718,14,0.009,REGULATION_OF_IMMUNE_RESPONSE,BP
0.610100013,12,0.009,AMINO_ACID_TRANSPORT,BP
0.629611889,10,0.009,AXONOGENESIS,BP
0.747186348,6,0.009,TUBE_MORPHOGENESIS,BP
0.811194263,4,0.009,POSITIVE_REGULATION_OF_CELL_CYCLE,BP
-0.620448445,12,0.01,RNA_POLYMERASE_ACTIVITY,MF
-0.599993746,12,0.01,RNA_POLYMERASE_COMPLEX,CC
-0.517108739,23,0.01,CELL_CYCLE_CHECKPOINT_GO_0000075,BP
-0.411471408,51,0.01,NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT,BP
0.242735059,178,0.01,ENZYME_REGULATOR_ACTIVITY,MF
0.432446282,27,0.01,CATION_HOMEOSTASIS,BP
