pathway,logoddratios,pvalue,fdr,name
4399,0.302409336487,0.0304909600484,0.297464133496,"EIF3 complex (EIF3B, EIF3J, EIF3I)"
3133,0.359930010949,0.0300138523536,0.297464133496,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)"
2705,0.302409336487,0.0304909600484,0.297464133496,SMAD3-SMAD4-CTCF protein-DNA complex
5830,0.359930010949,0.0300138523536,0.297464133496,"DJ-1-SNCA complex, high molecular weight complex"
2834,0.302409336487,0.0304909600484,0.297464133496,SMAD4-SMAD2-SMAD3 complex
1187,0.302409336487,0.0304909600484,0.297464133496,ESCRT-II complex
652,0.148914336137,0.037389095584,0.36056840454,AP3-BLOC1 complex
1257,0.101751871662,0.0455902046339,0.434661155543,ALL-1 supercomplex
732,0.190034033481,0.0465566774361,0.438888228864,SIN3 complex
2922,0.232220895864,0.0595001399316,0.554673526695,"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated"
910,0.150219218977,0.073118050815,0.589865813786,CRSP-Mediator 2 complex
5921,0.25125681404,0.0729278328666,0.589865813786,KSR1-BRAF-MEK complex
943,0.25125681404,0.0729278328666,0.589865813786,"Class C Vps complex (VPS11, VPS18, STX7)"
2529,0.186915295742,0.0666903301568,0.589865813786,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated"
832,0.186915295742,0.0666903301568,0.589865813786,Anti-Sm protein complex
1297,0.25125681404,0.0729278328666,0.589865813786,MKK4-ARRB2-ASK1 complex
1010,0.25125681404,0.0729278328666,0.589865813786,CAK complex (Cdk-activating kinase complex)
1749,0.150219218977,0.073118050815,0.589865813786,SMN-PolII-RHA complex
2846,0.25125681404,0.0729278328666,0.589865813786,ITGAV-ITGB3-THBS1 complex
1827,0.25125681404,0.0729278328666,0.589865813786,PML-SMAD2/3-SARA complex
2753,0.25125681404,0.0729278328666,0.589865813786,FYB-CARMA1-BCL-10-MALT1 complex
2745,0.25125681404,0.0729278328666,0.589865813786,"Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)"
2754,0.25125681404,0.0729278328666,0.589865813786,JUND-FOSB-SMAD3-SMAD4 complex
5498,0.25125681404,0.0729278328666,0.589865813786,ILK-PARVB-ARHGEF6 complex
2763,0.292983221319,0.0807739306929,0.610534485147,MBD1-Suv39h1-HP1 complex
805:730,0.292983221319,0.0807739306929,0.610534485147,"SNARE complex (STX4, SNAP23)"
2759,0.292983221319,0.0807739306929,0.610534485147,MBD1-MCAF complex
5264,0.292983221319,0.0807739306929,0.610534485147,TCF4-CTNNB1-CREBBP complex
1298,0.292983221319,0.0807739306929,0.610534485147,MKK4-ARRB2-JNK3 complex
394,0.292983221319,0.0807739306929,0.610534485147,"Succinyl-CoA synthetase, ADP-forming"
2578,0.292983221319,0.0807739306929,0.610534485147,Sam68-p120GAP complex
570,0.160070810104,0.0879529132045,0.653030921934,p300-CBP-p270-SWI/SNF complex
1505,0.160070810104,0.0879529132045,0.653030921934,NCOR2 complex
2657,0.18530327984,0.0918310767158,0.669967594474,ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex
5184,0.18530327984,0.0918310767158,0.669967594474,SWI/SNF chromatin-remodeling complex
738,0.139663424971,0.107966234046,0.78089371004,SIN3-ING1b complex I
5611,0.103718833953,0.114222932211,0.819085813034,Emerin complex 24
282,0.0956188938261,0.118363964399,0.834515681768,SNF2h-cohesin-NuRD complex
3064,0.0956188938261,0.118363964399,0.834515681768,"RNA polymerase II complex, chromatin structure modifying"
2536,0.186463405303,0.121578476863,0.843011091636,PLC-gamma-2-SLP-76-Lyn-Grb2 complex
889,0.186463405303,0.121578476863,0.843011091636,MTA1-HDAC core complex
247,0.152153189483,0.123921007303,0.845282318106,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex
1194,0.152153189483,0.123921007303,0.845282318106,E2F-6 complex
104:2686,0.123890280255,0.12592386692,0.852017131824,RNA polymerase II core complex
2390,0.193264867062,0.154445788639,0.887534360738,CD98-LAT2-ITGB1 complex
696,0.127886126732,0.153648182103,0.887534360738,BRMS1-SIN3-HDAC complex
2942,0.193264867062,0.154445788639,0.887534360738,"Ecsit complex (ECSIT, NDUFS3, NDUFAF1)"
2961,0.193264867062,0.154445788639,0.887534360738,"SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated"
5158,0.193264867062,0.154445788639,0.887534360738,SMARCA2/BRM-BAF57-MECP2 complex
5920,0.193264867062,0.154445788639,0.887534360738,KSR1-RAF1-MEK complex
2401,0.193264867062,0.154445788639,0.887534360738,ITGA3-ITGB1-THBS1 complex
2775,0.193264867062,0.154445788639,0.887534360738,MDC1-p53BP1-SMC1 complex
2470,0.193264867062,0.154445788639,0.887534360738,p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex
944,0.193264867062,0.154445788639,0.887534360738,"Class C Vps complex (VPS11, VPS18, VPS16)"
563,0.101870745816,0.154188275603,0.887534360738,"F1F0-ATP synthase (EC 3.6.3.14), mitochondrial"
2921,0.193264867062,0.154445788639,0.887534360738,SHARP-CtBP complex
781,0.127886126732,0.153648182103,0.887534360738,URI complex (Unconventional prefoldin RPB5 Interactor)
2939,0.193264867062,0.154445788639,0.887534360738,"Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)"
2812,0.193264867062,0.154445788639,0.887534360738,RPAP1-RPB2-RPB3 complex
743,0.111564530439,0.14139179953,0.887534360738,SIN3-SAP25 complex
561,0.127886126732,0.153648182103,0.887534360738,LSm1-7 complex
811,0.127886126732,0.153648182103,0.887534360738,FCP1-associated protein complex
5762,0.193264867062,0.154445788639,0.887534360738,"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A"
3296,0.193264867062,0.154445788639,0.887534360738,"SMN complex (GEMIN5,4,3), SMN-independent intermediate"
2728,0.193264867062,0.154445788639,0.887534360738,SRC-1 complex
2358,0.193264867062,0.154445788639,0.887534360738,ITGAV-ITGB3-SPP1 complex
1141,0.0771354881321,0.180172627228,0.915092669334,CF IIAm complex (Cleavage factor IIAm complex)
23,0.109700201594,0.179925722759,0.915092669334,BLOC-1 (biogenesis of lysosome-related organelles complex 1)
1831,0.213801975271,0.186508756205,0.915092669334,PIAS3-SMAD3-P300 complex
5153,0.213801975271,0.186508756205,0.915092669334,CTFC-TAF1 complex
189,0.0942292863315,0.164293927651,0.915092669334,BAF complex
345,0.213801975271,0.186508756205,0.915092669334,DNA ligase IV-XRCC4 complex (LX complex)
1233,0.213801975271,0.186508756205,0.915092669334,CoREST-HDAC2 complex
5154,0.213801975271,0.186508756205,0.915092669334,CTCF-nucleophosmin complex
2743,0.213801975271,0.186508756205,0.915092669334,TRAF6-MALT1 complex
797,0.213801975271,0.186508756205,0.915092669334,"SNARE complex (STX11, VAMP2, SNAP23)"
75,0.213801975271,0.186508756205,0.915092669334,TSC1-TSC2 complex
3992,0.213801975271,0.186508756205,0.915092669334,ClpXP complex
1055,0.213801975271,0.186508756205,0.915092669334,ZNF198-PML complex
2170,0.213801975271,0.186508756205,0.915092669334,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)"
3111,0.213801975271,0.186508756205,0.915092669334,ITGA9-ITGB1-SPP1 complex
2814,0.213801975271,0.186508756205,0.915092669334,BRCA1-HDAC1-HDAC2 complex
375,0.213801975271,0.186508756205,0.915092669334,MSH2-MSH3 complex
521:5281,0.213801975271,0.186508756205,0.915092669334,Polycystin-1-E-cadherin-beta-catenin complex
5540,0.213801975271,0.186508756205,0.915092669334,TRAF2-TRADD complex
820,0.213801975271,0.186508756205,0.915092669334,"SNARE complex (STX6, SNAP23)"
2233,0.213801975271,0.186508756205,0.915092669334,Replication-coupled CAF-1-MBD1-ETDB1 complex
2593,0.213801975271,0.186508756205,0.915092669334,"FOXO3-SIRT1 complex, oxidative stress stimulated"
682,0.213801975271,0.186508756205,0.915092669334,C-CFTR-NHERF(PDZ1 domain)-ezrin complex
517,0.213801975271,0.186508756205,0.915092669334,"Kinase-scaffold-phosphatase complex, PKA-AKAP79-CaN"
1826,0.213801975271,0.186508756205,0.915092669334,SMAD3-HEF1-APC10-CDH1 complex
2738,-0.165719112808,0.857015842656,0.999999999988,BLM complex II
2730,0.0981531041213,0.282194720301,0.999999999988,Set1B complex
2739,-0.184138033401,0.822160129275,0.999999999988,FA complex (Fanconi anemia complex)
2731,0.0729719434355,0.330757316158,0.999999999988,Set1A complex
4096,-0.485168029065,0.959344269531,0.999999999988,Catenin (alpha) - catenin (beta) complex
3530,-0.485168029065,0.959344269531,0.999999999988,Binary COG subcomplex
909,0.0658983332775,0.303274655831,0.999999999988,ARC92-Mediator complex
2721,0.055813229809,0.245821265862,0.999999999988,HCF-1 complex
4976:4977,-0.184138033401,0.822160129275,0.999999999988,SVIP-p97/VCP-DERL1 complex
5117,-0.0688090997999,0.715452988627,0.999999999988,"pRb2/p130-multimolecular complex (DNMT1, E2F4, SuV39H1, HDAC1, RBL2)"
5213,-0.485168029065,0.959344269531,0.999999999988,Pex26-Pex6-Pex1 complex
934,-0.651833172952,0.991802476831,0.999999999988,FACT-NEK9 complex
1100,-0.165719112808,0.857015842656,0.999999999988,DNA polymerase alpha-primase complex
1104,-0.165719112808,0.857015842656,0.999999999988,"SNX complex (SNX1a, SNX2, SNX4, TFRC)"
3532,0.116891962263,0.364981567795,0.999999999988,COG1-COG8 subcomplex
1106,-0.383997234247,0.993473567367,0.999999999988,TFIIIC containing-TOP1-SUB1 complex
936,-0.485168029065,0.959344269531,0.999999999988,FACT complex
2893,-0.184138033401,0.822160129275,0.999999999988,BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex
5283,-0.184138033401,0.822160129275,0.999999999988,tRNA splicing endonuclease
5282,-0.651833172952,0.991802476831,0.999999999988,CAS-SRC-FAK complex
2896,-0.767779104136,0.99834711158,0.999999999988,ITGA2b-ITGB3-CD47-FAK complex
2895,-0.485168029065,0.959344269531,0.999999999988,SHC-GRB2 complex
162,-0.133337847092,0.882032902801,0.999999999988,Conserved oligomeric Golgi (COG) complex
2720,-0.350803177288,0.949112090842,0.999999999988,Casein kinase II complex
2723,0.116891962263,0.364981567795,0.999999999988,ATM-NBS1 complex
3102,-0.228058052229,0.944289939787,0.999999999988,DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex
2727,0.0729719434355,0.330757316158,0.999999999988,SRC-3 complex
5646,-0.350803177288,0.949112090842,0.999999999988,FARP2-NRP1-PlexinA1 complex
5444,0.116891962263,0.364981567795,0.999999999988,CRKII-C3G complex
680,-0.184138033401,0.822160129275,0.999999999988,RANBMP-CD39 complex
1051:1052:2881:1260:2188:729:2191:1253,0.0471368313841,0.469687589624,0.999999999988,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"
3189,-0.00804677434537,0.599018597635,0.999999999988,FHL2-CREB complex
2436,-0.485168029065,0.959344269531,0.999999999988,ITGAV-ITGB1 complex
1895,0.116891962263,0.364981567795,0.999999999988,RICTOR-mTOR complex
3096,-0.767779104136,0.99834711158,0.999999999988,ITGA6-ITGB4-SHC1-GRB2 complex
2353:2354,-0.485168029065,0.959344269531,0.999999999988,ITGAV-ITGB6-TGFB3 complex
5199,-0.434662249497,0.999836748463,0.999999999988,Kinase maturation complex 1
5495,0.0470005816739,0.428352023707,0.999999999988,"TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)"
3070,-0.157119400982,0.867456324984,0.999999999988,CTF18-cohesion-RFC-POLH complex
3545,-0.049773181624,0.670426815137,0.999999999988,COG5-COG6-COG7 subcomplex
633,0.0427534119633,0.400725733337,0.999999999988,anti-BHC110 complex
2945,-0.651833172952,0.991802476831,0.999999999988,RBP-Jkappa-RING1-KyoT2 complex
5521,-0.00804677434537,0.599018597635,0.999999999988,EED-EZH polycomb complex
5209,0.0729719434355,0.330757316158,0.999999999988,Ubiquilin-proteasome complex
5288,-0.485168029065,0.959344269531,0.999999999988,P53-BARD1-Ku70 complex
959,-0.350803177288,0.949112090842,0.999999999988,LLGL1-PAR-6B-PRKCI complex
81,-0.350803177288,0.949112090842,0.999999999988,"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"
639,-0.0688090997999,0.715452988627,0.999999999988,RANBPM-Muskelin-TWA1-HSMpp8 complex
5529,0.116891962263,0.364981567795,0.999999999988,TRAF2-cIAP1/BIRC2 complex
1114,-0.148876806181,0.874657247371,0.999999999988,5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex
1111,-0.359448361209,0.99963443343,0.999999999988,DNA synthesome complex (17 subunits)
3103,-0.174711918232,0.842306208496,0.999999999988,ITGAV-ITGB3-SLC3A2 complex
879,-0.00804677434537,0.599018597635,0.999999999988,PRKAC-AKAP5-ADRB1 complex
5558,-0.184138033401,0.822160129275,0.999999999988,PAR6-CDC42 complex
2749,-0.485168029065,0.959344269531,0.999999999988,SETDB1-containing HMTase complex
876,0.0471368313841,0.469687589624,0.999999999988,"SNARE complex (VAMP3, STX6, VTI1A)"
874,-0.174711918232,0.842306208496,0.999999999988,"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)"
875,0.116891962263,0.364981567795,0.999999999988,"SNARE complex (VAMP3, VAMP4, STX16)"
5724,0.116891962263,0.364981567795,0.999999999988,CIN85-SH3GL3-CBL complex
955,-0.651833172952,0.991802476831,0.999999999988,LLGL2-PAR-6B-PRKCI complex
3187,-0.184138033401,0.822160129275,0.999999999988,FHL2-FHL3 complex
49,-0.228058052229,0.944289939787,0.999999999988,DNMT3B complex
2581,0.116891962263,0.364981567795,0.999999999988,RasGAP-AURKA/AURKB-survivin complex
877,-0.165719112808,0.857015842656,0.999999999988,"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)"
160,0.135310882856,0.223245532541,0.999999999988,Condensin II
2420,-0.174711918232,0.842306208496,0.999999999988,ITGA4-ITGB1-CD53 complex
165,-0.0688090997999,0.715452988627,0.999999999988,Cohesin-SA1 complex
5876,-0.0109913653038,0.59128955652,0.999999999988,PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex
5877,-0.0688090997999,0.715452988627,0.999999999988,MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex
470,-0.516824399611,0.999806112821,0.999999999988,TFTC complex (TATA-binding protein-free TAF-II-containing complex)
391:2172,-0.350803177288,0.949112090842,0.999999999988,"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)"
3618,-0.651833172952,0.991802476831,0.999999999988,GammaH2AFX-NDHII-Ku70-DNA complex
4997,-0.350803177288,0.949112090842,0.999999999988,p97/VCP-VIMP-DERL1 complex
472,-0.00804677434537,0.599018597635,0.999999999988,Prolyl 4-hydroxylase (alpha(I)-type)
4395,-0.049773181624,0.670426815137,0.999999999988,"EIF3 complex (EIF3B, EIF3G, EIF3I)"
577,-0.485168029065,0.959344269531,0.999999999988,FHL2-p53-HIPK2 complex
1166,-0.228058052229,0.944289939787,0.999999999988,p400-associated complex
631,-0.00804677434537,0.599018597635,0.999999999988,Tacc1-chTOG-AuroraA  complex
60,-0.350803177288,0.949112090842,0.999999999988,Interferon-stimulated gene factor 3 transcription complex ISGF3
2192,-0.0688090997999,0.715452988627,0.999999999988,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)"
2809,-0.651833172952,0.991802476831,0.999999999988,9-1-1 complex
2196,-0.466749108472,0.986516944314,0.999999999988,LIG1-9-1-1 complex
5873,-0.049773181624,0.670426815137,0.999999999988,RAF1-MAP2K1-YWHAE complex
2197,-0.466749108472,0.986516944314,0.999999999988,FEN1-9-1-1 complex
1105:1113,-0.555059409654,0.996587145427,0.999999999988,TFIIIC containing complex
789,-0.0742205132398,0.801191803717,0.999999999988,Exosome
5589:5593,-0.184138033401,0.822160129275,0.999999999988,"LINC complex, S-phase"
2766,-0.0819300165503,0.766621800737,0.999999999988,TERF2-RAP1 complex
27,-0.685027229911,0.999798188028,0.999999999988,Arp2/3 protein complex
386,-0.00804677434537,0.599018597635,0.999999999988,"Ubiquitin E3 ligase (UBADC1, RNF123)"
387,-0.449906801845,0.994970646365,0.999999999988,MCM complex
389,-0.290657849416,0.946004045792,0.999999999988,ORC complex (origin recognition complex)
2931,-0.049773181624,0.670426815137,0.999999999988,SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex
784,-0.378968150598,0.983037534872,0.999999999988,SMG-1-Upf1-eRF1-eRF3 complex (SURF)
785,-0.14095918556,0.879349132096,0.999999999988,Exon junction complex
3190,-0.00804677434537,0.599018597635,0.999999999988,FHL3-CREB complex
477,-0.466749108472,0.986516944314,0.999999999988,PCAF complex
787,-0.508935970855,0.998568425564,0.999999999988,NuA4/Tip60-HAT complex B
476,-0.555059409654,0.996587145427,0.999999999988,STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)
783,-0.485168029065,0.959344269531,0.999999999988,ITCH-FAM/USP9x complex
5241,-0.00804677434537,0.599018597635,0.999999999988,SMC1-SMC3 complex
5243,-0.290657849416,0.946004045792,0.999999999988,XRCC1-LIG3-PNK-TDP1 complex
2198,-0.466749108472,0.986516944314,0.999999999988,RAD9-RAD1-HUS1-POLB complex
3167,-0.0779381549344,0.745719312074,0.999999999988,NCOR-SIN3-HDAC-HESX1 complex
790,-0.485168029065,0.959344269531,0.999999999988,DDB complex
5318,-0.651833172952,0.991802476831,0.999999999988,DDEF1-CTTN-PXN complex
2362,-0.350803177288,0.949112090842,0.999999999988,ITAGV-ITGB3-F11R complex
2428,0.0471368313841,0.469687589624,0.999999999988,ITGA4-ITGB1-THBS2 complex
2429,-0.350803177288,0.949112090842,0.999999999988,ITGA2-ITGB1-CD47 complex
632,-0.0864470891456,0.862486300016,0.999999999988,Anti-HDAC2 complex
1211,0.0272144528748,0.474927680424,0.999999999988,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
469,-0.19132979407,0.942397654663,0.999999999988,TFIID-beta complex
2400,0.0471368313841,0.469687589624,0.999999999988,ITGA3-ITGB1-CD151 complex
1214,-0.466749108472,0.986516944314,0.999999999988,"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
2421,-0.350803177288,0.949112090842,0.999999999988,ITGA4-ITGB1-VCAM1 complex
2908:2930,-0.00804677434537,0.599018597635,0.999999999988,RBP-Jkappa-SHARP complex
460,-0.184138033401,0.822160129275,0.999999999988,CRB1-MPP5-INADL complex
2426,0.126318077432,0.287814329615,0.999999999988,ITGA4-ITGB1-THBS1 complex
1200,-0.449906801845,0.994970646365,0.999999999988,Oligosaccharyltransferase complex (Stt3B variant)
5461:5460:5464,0.116891962263,0.364981567795,0.999999999988,p50-p65 NF(kappa)B-SRC1 complex
1030,0.135310882856,0.223245532541,0.999999999988,CAK-ERCC2 complex
2366,-0.174711918232,0.842306208496,0.999999999988,ITGAV-ITGB3-PPAP2b complex
2589,-0.651833172952,0.991802476831,0.999999999988,PGC-1-SRp40-SRp55-SRp75 complex
739,0.0596809465326,0.260597018156,0.999999999988,SIN3-ING1b complex II
4392,-0.25402941399,0.944923293902,0.999999999988,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)"
207:209:208:210:211,0.126318077432,0.287814329615,0.999999999988,"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)"
379:423,-0.00804677434537,0.599018597635,0.999999999988,MutL-alpha complex
3008,-0.165719112808,0.857015842656,0.999999999988,60S APC containing complex
3160,-0.485168029065,0.959344269531,0.999999999988,RIAM-VASP complex
2203,-0.449906801845,0.994970646365,0.999999999988,BRD4-RFC complex
1162,-0.25402941399,0.944923293902,0.999999999988,"Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)"
166,-0.0688090997999,0.715452988627,0.999999999988,Cohesin-SA2 complex
2564,0.126318077432,0.287814329615,0.999999999988,"p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated"
733,-0.184138033401,0.822160129275,0.999999999988,"SNARE complex (STX4, VAMP1, VAMP7)"
486,0.0272144528748,0.474927680424,0.999999999988,WIP-WASp-actin-myosin-IIa complex
4869,-0.485168029065,0.959344269531,0.999999999988,beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)
622,-0.174711918232,0.842306208496,0.999999999988,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)"
871:636,0.0773189358783,0.367311087928,0.999999999988,BRAF53-BRCA2 complex
